run,seed,status,screenshotIndex,screenshotFile,size,river,shore,walls,retries,rejectDistinct,rejectDistance,rejectSide,timeout,cityGenerationMs,navMeshGenerationMs,pathfindingUntilFoundMs,pathfindingMsByRetry,startX,startY,startWardType,startArea,goalX,goalY,goalWardType,goalArea,straightLineDistance,selectedRouteIndexes,route1Length,route2Length,route3Length,route4Length,route1Side,route2Side,route3Side,route4Side,route1SideLabel,route2SideLabel,route3SideLabel,route4SideLabel,candidateRouteLengths,reason,failedAttempts
762,468049759,ok,762,route-stress-0762.png,26,false,true,true,1,0,0,1,0,325,8,317,130|187,11.466915,35.751183,generic,inner,63.221528,32.256405,outerHighrise,outsideWall,51.872,1|2,107.956,135.656,,,-3.253951,7.714876,,,L,R,,,107.956|135.656,ok,"61.441390,28.243934>11.246434,-70.206487:side"
763,1293312219,ok,763,route-stress-0763.png,25,true,false,true,2,0,0,2,0,329,25,169,140|1|27,-54.468159,19.295825,generic,inner,1.41648,-2.876485,plaza,inner,60.122,3|4,,,83.555,84.411,0.798323,-6.83237,8.935191,-9.614646,R,L,R,L,60.591|82.533|83.555|84.411,ok,"-78.992886,17.498321>21.221489,-36.005353:side;-77.169808,11.522319>-27.356600,22.023735:side"
764,1546187081,ok,764,route-stress-0764.png,26,true,false,false,1,0,0,1,0,301,8,314,50|262,-5.209979,-35.351887,generic,inner,70.309218,-15.524437,generic,inner,78.079,3|4,,,199.291,206.83,10.530823,18.886314,21.874139,-0.76056,R,R,R,L,110.781|181.253|199.291|206.83,ok,"61.248019,0.034619>-9.201629,11.067121:side"
765,630012049,ok,765,route-stress-0765.png,29,false,false,true,0,0,0,0,0,433,8,29,28,-19.334869,-62.219868,gate,inner,9.596493,-10.849594,park,inner,58.957,2|3,,84.88,92.665,,-11.268243,-10.319673,2.847656,7.260816,L,L,R,R,72.389|84.88|92.665|103.409,ok,
766,517750113,ok,766,route-stress-0766.png,32,true,false,false,6,0,0,6,0,486,12,821,79|392|45|167|84|12|33,17.798571,-32.342651,generic,inner,-41.979859,9.570918,generic,inner,73.008,2|3,,91.287,101.486,,-0.038244,-8.376705,10.683687,16.504985,L,L,R,R,78.827|91.287|101.486|125.418,ok,"49.477732,12.436159>5.316217,29.708917:side;50.274787,76.592264>-42.029390,31.261804:side;-12.690546,-16.592298>-50.180662,25.517136:side;-57.015417,25.185083>15.286542,30.879952:side;39.888175,-26.502309>-42.176451,27.937409:side;71.351018,-45.079051>2.484773,17.876113:side"
767,722085998,ok,767,route-stress-0767.png,31,true,false,true,2,0,0,2,1,457,13,562,117|408|31,45.996908,-7.875387,generic,inner,0.748164,16.110587,generic,inner,51.213,3|4,,,81.7,83.231,-4.527447,-0.552681,4.457919,-6.880094,L,L,R,L,60.035|63.775|81.7|83.231,ok,"91.421806,17.222005>37.467246,52.109377:side;1.432820,-2.994791>-45.539334,74.238856:side:timeout"
768,697794689,ok,768,route-stress-0768.png,32,true,false,true,0,0,0,0,0,498,12,152,150,1.327667,55.233306,generic,inner,75.318822,-5.831756,gate,inner,95.936,3|4,,,124.617,125.318,-1.821762,6.706256,7.957091,-6.064139,L,R,R,L,115.424|122.213|124.617|125.318,ok,
769,423524186,ok,769,route-stress-0769.png,40,false,false,true,1,0,0,1,0,415,19,365,358|3,-65.390459,64.878913,gate,inner,-94.948337,-4.806371,generic,inner,75.695,2|3,,102.779,108.285,,0.647164,-10.633782,6.144957,6.173783,R,L,R,R,96.62|102.779|108.285|116.027,ok,"0.213697,7.918636>-118.169873,14.348170:side"
770,1554822318,ok,770,route-stress-0770.png,33,true,false,true,0,0,0,0,0,516,14,176,173,25.713633,-7.862462,generic,inner,51.531801,43.457671,gate,inner,57.449,3|4,,,117.041,124.227,3.431268,-2.688816,-13.027448,13.797176,R,L,L,R,69.832|93.914|117.041|124.227,ok,
771,606168463,ok,771,route-stress-0771.png,26,false,true,true,3,0,0,3,1,293,7,594,73|407|42|69,-2.442524,-0.674985,plaza,inner,24.868878,80.17052,outerHighrise,outsideWall,85.334,3|4,,,172.856,179.073,-20.655873,-29.794031,-32.476202,35.142991,L,L,L,R,132.265|166.476|172.856|179.073,ok,"-68.354298,-38.766333>-18.680970,24.876405:side;13.077770,64.919385>-44.265413,62.823271:side:timeout;-57.308527,38.039597>25.858454,78.219037:side"
772,491714463,ok,772,route-stress-0772.png,25,false,true,true,8,0,0,8,0,93,7,338,76|42|36|96|22|18|20|6|13,-2.968218,-1.203304,plaza,inner,-11.419858,-57.322656,generic,inner,56.752,2|3,,85.526,92.426,,-8.470948,7.698042,-15.620438,-26.505678,L,R,L,L,71.106|85.526|92.426|103.569,ok,"51.425174,3.378431>-25.483686,82.507312:side;-2.668069,-5.035219>-20.187245,47.509105:side;40.778993,-22.333821>-50.420063,40.148092:side;-19.122973,-49.661552>-44.614069,25.942149:side;39.819412,-12.006455>-3.489359,-0.025744:side;-36.758442,-28.949301>-31.978697,78.392983:side;-36.836874,73.272262>-15.900553,-44.807595:side;-36.419727,70.171334>35.038425,-5.324680:side"
773,1831005209,ok,773,route-stress-0773.png,35,true,false,true,4,0,0,4,0,508,15,757,149|2|96|461|34,6.353986,25.329165,park,inner,-60.337741,-0.137558,generic,inner,71.389,3|4,,,100.19,101.537,-3.350654,6.508142,-14.020502,4.620337,L,R,L,R,93.799|97.395|100.19|101.537,ok,"-14.374835,91.769764>-23.490128,-3.271054:side;54.429358,75.684245>50.376736,4.938226:side;-54.932612,3.994147>49.438824,5.749521:side;44.204020,83.128162>63.914739,-17.377454:side"
774,1452821783,ok,774,route-stress-0774.png,26,true,true,true,2,0,0,2,0,355,7,471,344|68|55,69.539941,1.525926,outerHighrise,outsideWall,38.462123,69.069442,outerHighrise,outsideWall,74.35,3|4,,,132.948,134.789,3.20778,2.014739,14.867659,-9.572084,R,R,R,L,113.291|115.261|132.948|134.789,ok,"32.116550,-15.645610>-15.928495,80.913695:side;-78.252203,11.157088>-6.828388,38.100254:side"
775,1907998331,ok,775,route-stress-0775.png,38,false,true,true,2,0,0,2,0,219,14,345,173|86|79,79.260191,82.060718,generic,inner,93.850007,-6.994412,gate,inner,90.242,3|4,,,121.886,124.404,-4.255332,-1.829401,-5.651967,12.508053,L,L,L,R,104.633|117.469|121.886|124.404,ok,"11.080650,12.233617>99.688774,-39.594909:side;-124.450385,4.132444>-82.332276,-47.900039:side"
776,1265852273,ok,776,route-stress-0776.png,25,true,true,true,8,1,1,6,0,247,15,652,164|44|137|22|30|29|96|73|43,31.494307,-76.498452,generic,inner,73.115278,-24.208699,gate,inner,66.832,1|2,91.444,91.941,,,-10.399811,6.283563,-3.43606,-12.826964,L,R,L,L,91.444|91.941|93.348|103.646,ok,"-46.757045,-51.645235>16.181288,-68.600032:side;36.656035,36.697143>53.947635,94.504666:side;89.636094,34.867485>51.857846,8.543652:distance;37.743544,37.556919>59.203314,-10.081951:side;99.175926,14.038979>0.237683,-3.681166:side;-1.041498,-30.137094>-38.789494,-57.139093:side;-38.798426,-57.002454>58.517071,-3.095586:distinct;21.689314,-40.544461>65.747246,63.271965:side"
777,2114785459,ok,777,route-stress-0777.png,40,false,true,false,0,0,0,0,0,440,7,138,138,-33.926756,77.802319,generic,inner,-13.36879,-10.815375,generic,inner,90.971,2|3,,133.986,135.042,,1.508541,-7.538661,8.999627,-19.048727,R,L,R,L,101.325|133.986|135.042|137.678,ok,
778,193718946,ok,778,route-stress-0778.png,28,true,false,true,10,0,1,9,0,371,12,948,169|92|50|70|74|51|38|345|9|30|7,15.064958,72.312102,gate,inner,-19.746688,11.94915,park,inner,69.682,2|3,,101.615,105.585,,2.037285,-9.494988,5.642918,15.012638,R,L,R,R,85.166|101.615|105.585|112.597,ok,"-16.084408,24.525156>67.179660,42.309347:side;-80.008509,16.294110>10.237850,2.893571:side;70.952702,39.121407>1.991825,0.483690:side;18.123880,39.267514>-17.134843,-30.508314:side;53.704713,-15.278940>-18.828064,-47.391966:side;64.577221,-6.023402>-7.904080,86.230950:side;17.330034,59.808696>-32.290278,24.844898:side;-4.504500,-5.008252>11.224139,85.805834:side;-20.745004,-27.891592>4.531144,13.843427:side;-54.167227,-53.428370>-77.838198,27.153858:distance"
779,935271154,ok,779,route-stress-0779.png,31,true,true,false,3,0,0,3,0,408,8,455,166|166|103|17,-3.348308,112.392787,generic,inner,3.749275,3.704083,plaza,inner,108.92,3|4,,,142.401,143.322,-11.224703,-13.819009,-9.253796,3.469951,L,L,L,R,128.129|140.146|142.401|143.322,ok,"44.285540,-8.135919>57.161818,50.600088:side;-12.157789,3.196570>32.739172,74.259488:side;-14.482340,28.096297>-0.545783,113.169261:side"
780,1590968519,ok,780,route-stress-0780.png,30,true,false,true,4,0,0,4,0,557,14,434,160|86|63|61|59,-67.852949,47.367568,outerHighrise,outsideWall,33.698006,-4.149555,generic,inner,113.871,3|4,,,155.112,155.744,-9.828414,-12.016652,-17.546517,10.793091,L,L,L,R,150.178|152.992|155.112|155.744,ok,"-37.076660,19.560043>32.963613,58.055858:side;30.747086,-41.511192>-28.075378,-67.973419:side;-19.478352,-9.557008>8.357090,59.600320:side;-3.587829,57.527155>-82.741510,11.322520:side"
781,895543471,ok,781,route-stress-0781.png,38,true,true,true,7,0,0,7,0,449,13,696,41|228|1|146|4|124|103|36,-7.133792,36.386239,generic,inner,-122.681145,26.176198,gate,inner,115.998,3|4,,,165.98,171.879,-2.070587,-8.867687,-18.066827,3.271516,L,L,L,R,130.227|151.814|165.98|171.879,ok,"41.925293,95.887485>-13.507466,118.144461:side;-96.470625,122.677007>-87.235862,7.419990:side;-16.725209,140.102984>-113.582844,108.615029:side;-33.568933,49.566550>-72.470905,69.223032:side;-57.156956,56.646504>-101.616828,68.122481:side;-7.002466,3.742624>-101.465075,-22.242020:side;80.923326,121.662047>28.395277,44.645454:side"
782,812624443,ok,782,route-stress-0782.png,30,false,false,true,5,0,0,5,0,410,9,444,83|170|146|6|5|27,67.539932,50.503853,outerHighrise,outsideWall,18.219124,90.742767,outerHighrise,outsideWall,63.653,3|4,,,139.867,145.252,1.03121,-7.149826,-12.815832,14.668186,R,L,L,R,65.745|112.419|139.867|145.252,ok,"18.908087,-9.580926>-52.225107,-27.353879:side;-79.737054,39.114273>-50.692544,-39.307207:side;61.104067,14.609133>18.549949,87.400728:side;13.222082,51.373006>-67.684208,-16.486185:side;-63.671985,-4.715767>2.095530,68.767800:side"
783,54942423,ok,783,route-stress-0783.png,33,true,false,true,3,1,0,2,0,475,15,751,413|289|26|18,-6.138733,48.551302,generic,inner,-19.832998,104.183609,outerHighrise,outsideWall,57.293,3|4,,,120.949,128.819,12.583073,-4.448862,-7.754435,10.067647,R,L,L,R,87.397|106.136|120.949|128.819,ok,"36.268639,56.045654>71.067219,-7.271881:distinct;9.589124,-24.192005>-22.170889,21.938687:side;46.973356,18.314314>-1.061774,-3.004809:side"
784,574859383,ok,784,route-stress-0784.png,27,false,false,true,2,0,0,2,0,274,8,183,75|96|11,4.579564,-2.662389,plaza,inner,-37.560749,-39.863536,gate,inner,56.211,3|4,,,78.554,82.12,5.217917,2.894214,9.873137,-10.562064,R,R,R,L,64.071|68.414|78.554|82.12,ok,"-25.943016,-55.044733>45.919544,3.748352:side;72.279414,-3.967371>1.662401,19.590326:side"
785,1374987812,ok,785,route-stress-0785.png,34,true,true,true,4,0,0,4,0,455,13,574,179|319|31|27|11,-55.55436,-77.258705,gate,inner,-2.233473,-0.40549,plaza,inner,93.539,3|4,,,117.673,118.936,-6.077105,-4.664318,3.68142,-12.081225,L,L,R,L,112.085|115.125|117.673|118.936,ok,"-34.169471,44.083395>-3.085359,123.909210:side;-95.558762,24.226230>-4.724254,33.304034:side;-8.825003,-59.239313>-64.821917,-6.160394:side;63.616254,96.003041>-26.005675,70.895443:side"
786,1481430092,ok,786,route-stress-0786.png,37,false,true,true,8,0,0,8,0,211,12,426,56|152|7|26|86|41|5|38|6,-31.907043,33.911792,generic,inner,-39.605457,-28.14343,generic,inner,62.531,3|4,,,95.229,101.286,-3.791291,-8.465464,-13.628448,8.049609,L,L,L,R,78.214|87.402|95.229|101.286,ok,"107.674635,22.713749>66.997906,-41.824853:side;31.031407,3.525679>-54.031271,-79.080289:side;8.191104,-31.709520>19.661297,37.034243:side;41.332879,43.789560>-0.229178,-63.905525:side;-49.416524,62.745085>-95.610988,-10.727239:side;-81.387211,-30.461075>30.583493,-3.208560:side;-72.394427,54.730764>-18.112243,-44.275509:side;81.923188,37.600401>13.467474,-6.071355:side"
787,439089064,ok,787,route-stress-0787.png,34,true,true,true,1,0,0,1,0,237,11,225,128|95,-11.25159,22.999849,generic,inner,-77.26722,94.695785,outerHighrise,outsideWall,97.46,1|2,135.277,137.796,,,14.837426,-5.321301,-7.918551,-14.171483,R,L,L,L,135.277|137.796|146.786|150.157,ok,"-45.377299,-14.157895>65.994899,-49.878261:side"
788,1796291332,ok,788,route-stress-0788.png,31,true,false,true,2,0,0,2,0,411,12,369,166|102|96,60.645584,56.690422,gate,inner,-12.429686,8.523038,generic,inner,87.522,1|2,114.163,115.033,,,9.483032,-7.587171,-9.619775,-14.659381,R,L,L,L,114.163|115.033|118.938|123.265,ok,"-12.368963,-14.467889>47.552126,10.909135:side;-39.631112,79.407627>23.266605,-14.346582:side"
789,575271813,ok,789,route-stress-0789.png,39,false,false,true,0,0,0,0,0,435,13,127,125,4.771004,10.873497,park,inner,94.843993,23.62191,outerHighrise,outsideWall,90.971,3|4,,,137.777,138.941,-2.138934,-10.489097,9.803815,-13.990936,L,L,R,L,101.562|126.883|137.777|138.941,ok,
790,1534771214,ok,790,route-stress-0790.png,35,false,false,true,0,0,0,0,0,557,11,68,67,84.313144,-3.947667,gate,inner,0.600398,-14.200502,park,inner,84.338,2|3,,97.571,101.417,,1.302962,-3.798434,7.217399,3.646654,R,L,R,R,92.378|97.571|101.417|109.663,ok,
791,699735821,ok,791,route-stress-0791.png,31,false,false,true,2,0,0,2,0,465,12,302,44|131|122,-2.168318,2.147522,plaza,inner,-69.736752,58.604269,outerHighrise,outsideWall,88.05,2|3,,131.042,136.182,,17.307496,-21.054639,18.237145,-27.578656,R,L,R,L,125.332|131.042|136.182|151.548,ok,"61.301948,3.270695>59.989884,47.787680:side;-25.949886,27.594430>66.158097,-9.062150:side"
792,457387354,ok,792,route-stress-0792.png,29,true,true,true,3,0,0,3,0,478,12,605,293|278|14|15,-68.81222,43.501825,generic,inner,31.241819,31.959373,generic,inner,100.718,3|4,,,145.492,151.582,4.376548,8.99009,-8.975921,18.667355,R,R,L,R,114.941|138.191|145.492|151.582,ok,"42.402181,-3.309866>7.601430,-26.368613:side;10.425626,24.411723>-66.876092,80.640123:side;21.620596,4.002040>11.528597,53.635125:side"
793,735166415,ok,793,route-stress-0793.png,36,false,true,false,1,0,0,1,0,279,31,253,123|128,68.543784,-78.089936,generic,inner,-35.393265,-57.940117,generic,inner,105.872,3|4,,,159.285,163.328,14.09513,12.756226,2.715882,-11.926585,R,R,R,L,138.793|148.419|159.285|163.328,ok,"19.336258,48.269282>-58.442297,-27.281354:side"
794,708515368,ok,794,route-stress-0794.png,29,true,false,false,2,0,0,2,0,550,19,379,87|71|216,35.242781,38.617054,generic,inner,-7.95412,-19.953531,cathedral,inner,72.777,3|4,,,157.698,167.724,-6.725741,-0.217895,12.524436,-28.701132,L,L,R,L,94.902|136.199|157.698|167.724,ok,"69.955531,10.787835>-0.814058,15.954287:side;-67.227305,24.650100>-28.744864,-19.639395:side"
795,313927081,ok,795,route-stress-0795.png,36,false,true,false,0,0,0,0,0,382,16,110,109,-77.071035,105.862712,generic,inner,-150.562139,46.202223,generic,inner,94.659,3|4,,,158.662,164.137,-14.276007,-12.538977,20.280553,-6.097835,L,L,R,L,126.289|135.238|158.662|164.137,ok,
796,2147210129,ok,796,route-stress-0796.png,32,true,true,true,0,0,0,0,0,476,17,214,212,12.324477,6.521736,park,inner,-63.39715,15.011275,generic,inner,76.196,3|4,,,112.725,114.592,2.124812,11.324127,10.554855,-6.118568,R,R,R,L,82.069|99.613|112.725|114.592,ok,
797,1648662035,ok,797,route-stress-0797.png,31,true,true,true,2,0,0,2,0,408,15,179,104|11|62,-21.336697,5.46156,park,inner,-73.753739,-6.85573,gate,inner,53.845,1|2,69.596,71.556,,,-8.911758,9.420824,-1.910772,18.89408,L,R,L,R,69.596|71.556|88.706|108.561,ok,"5.852377,-4.013935>34.281850,-75.743371:side;-2.240128,-20.113320>20.195691,40.744374:side"
798,1154346357,ok,798,route-stress-0798.png,31,false,true,true,2,0,0,2,0,247,11,316,69|78|167,2.454578,-85.977975,gate,inner,-55.763402,-6.11204,generic,inner,98.833,1|2,123.625,127.975,,,-4.397498,7.929649,9.855322,15.768502,L,R,R,R,123.625|127.975|134.48|140.967,ok,"-24.960360,66.819375>-99.334380,17.910492:side;36.975620,-9.100012>-1.786519,29.511636:side"
799,1661593893,ok,799,route-stress-0799.png,37,false,false,true,0,0,0,0,0,468,13,72,72,47.783428,44.560285,gate,inner,-3.610844,73.363707,gate,inner,58.915,3|4,,,82.045,83.224,-7.558488,-5.501443,-7.95036,5.905035,L,L,L,R,75.956|77.66|82.045|83.224,ok,
800,912955363,ok,800,route-stress-0800.png,25,true,true,true,0,0,0,0,0,592,13,184,184,-44.466124,-8.091974,gate,inner,8.980074,-12.278911,generic,inner,53.61,2|3,,85.576,87.887,,-1.125804,-11.19809,9.042939,12.987624,L,L,R,R,68.539|85.576|87.887|93.71,ok,
801,1424411035,ok,801,route-stress-0801.png,26,true,false,true,1,0,0,1,0,405,13,373,79|290,9.87258,12.792096,park,inner,-14.870698,68.588747,outerHighrise,outsideWall,61.037,3|4,,,111.677,114.493,-1.465332,10.607704,-16.006486,15.083206,L,R,L,R,78.034|97.84|111.677|114.493,ok,"-13.588173,-49.342271>-56.503295,30.865094:side"
802,1186244699,ok,802,route-stress-0802.png,28,false,true,true,3,0,0,3,0,554,22,692,371|151|33|129,-31.236182,109.590142,outerHighrise,outsideWall,30.299476,23.437488,generic,inner,105.872,3|4,,,222.088,230.029,22.907246,-37.41562,36.465716,-53.835725,R,L,R,L,177.158|204.865|222.088|230.029,ok,"-41.641233,108.680099>-20.676733,18.651207:side;-50.695374,-80.005506>-7.625567,29.343414:side;-28.094570,-15.192921>-45.536772,23.362524:side"
803,1239527309,ok,803,route-stress-0803.png,27,false,false,false,5,0,0,5,0,586,16,694,430|126|48|50|19|14,24.680717,50.239413,generic,inner,46.355017,-1.872925,generic,inner,56.44,1|2,81.374,84.937,,,-2.219264,8.812664,-6.065278,-9.62648,L,R,L,L,81.374|84.937|92.21|100.379,ok,"22.108036,78.148436>-21.775583,-32.278304:side;64.827966,31.555288>2.238401,-62.057843:side;14.048424,71.567248>-45.228337,29.936784:side;-23.341872,-32.226748>8.871917,47.046278:side;36.742008,31.025460>-59.474166,28.313792:side"
804,943683363,ok,804,route-stress-0804.png,27,false,true,true,1,0,0,1,0,759,18,399,264|132,59.465148,-17.597956,gate,inner,-11.231973,-28.294311,generic,inner,71.502,2|3,,98.106,101.861,,-5.636047,-4.30486,5.885071,-13.83794,L,L,R,L,91.075|98.106|101.861|112.81,ok,"63.518719,3.113796>-37.377287,16.694595:side"
805,1776614563,ok,805,route-stress-0805.png,26,true,false,true,4,0,0,4,0,735,19,656,97|209|103|210|29,-6.273193,76.544859,outerHighrise,outsideWall,11.387879,-10.928322,park,inner,89.238,3|4,,,185.761,190.983,-5.38503,-8.04982,3.081295,-20.228844,L,L,R,L,146.317|179.216|185.761|190.983,ok,"58.618485,53.419045>2.453247,25.726598:side;0.755112,-3.964487>37.822551,53.172614:side;-16.595321,61.891858>42.571942,27.136517:side;-7.574558,77.540766>57.500444,-8.230949:side"
806,1630610983,ok,806,route-stress-0806.png,31,false,true,true,0,0,0,0,0,516,19,138,137,-1.727269,-25.810964,park,inner,62.285131,-51.064647,gate,inner,68.814,3|4,,,162.656,163.867,-2.036965,1.254822,14.855866,-20.327343,L,R,R,L,76.996|88.674|162.656|163.867,ok,
807,1686282495,ok,807,route-stress-0807.png,36,true,true,true,0,0,0,0,0,912,23,123,122,-10.354356,-14.472709,park,inner,-78.049931,-38.424969,gate,inner,71.808,3|4,,,91.15,91.868,-0.254755,2.628425,-2.195721,8.712635,L,R,L,R,83.27|84.744|91.15|91.868,ok,
808,1884478159,ok,808,route-stress-0808.png,29,true,false,true,1,0,0,1,1,783,20,693,646|41,1.490276,19.116948,generic,inner,-23.800064,63.394166,gate,inner,50.991,3|4,,,93.726,97.176,8.188772,-2.231587,14.860259,-11.248463,R,L,R,L,77.99|83.363|93.726|97.176,ok,"18.969628,18.648455>-35.612953,-44.977151:side:timeout"
809,1142197936,ok,809,route-stress-0809.png,33,false,true,true,2,0,0,2,0,658,24,373,140|199|32,0.599822,27.534847,park,inner,-18.545776,75.151871,gate,inner,51.322,3|4,,,93.411,106.599,2.52097,6.693247,-13.75468,15.076898,R,R,L,R,70.204|80.938|93.411|106.599,ok,"53.726959,48.706262>-38.623007,-2.958064:side;-31.192053,-69.155414>-24.244684,21.406981:side"
810,254685336,ok,810,route-stress-0810.png,29,true,true,false,0,0,0,0,0,664,18,291,289,-17.827955,0.259774,cathedral,inner,-50.983398,-71.166624,generic,inner,78.747,3|4,,,130.349,133.375,0.180451,4.507164,6.459027,-12.414476,R,R,R,L,97.201|120.87|130.349|133.375,ok,
811,16761887,ok,811,route-stress-0811.png,37,true,true,true,1,0,0,1,0,563,32,877,529|339,-25.304683,111.041363,outerHighrise,outsideWall,16.533329,26.139004,park,inner,94.651,1|2,117.704,123.852,,,4.974179,-9.241077,-11.564962,-15.30094,R,L,L,L,117.704|123.852|131.578|145.074,ok,"46.068715,-7.344282>81.462462,66.701059:side"
812,992591020,ok,812,route-stress-0812.png,36,true,false,true,3,0,0,3,0,1075,77,882,104|430|43|300,68.154029,18.508818,gate,inner,7.555445,-77.322802,gate,inner,113.384,2|3,,169.82,182.443,,-8.832312,19.728405,-24.405673,-26.584323,L,R,L,L,157.365|169.82|182.443|197.837,ok,"64.446641,-25.917204>91.493159,28.646743:side;17.756864,57.180297>-48.045597,-26.371311:side;-32.402068,37.788446>17.005789,-6.337199:side"
813,57684797,ok,813,route-stress-0813.png,25,false,false,true,3,0,0,3,0,582,14,404,112|130|34|122,1.806371,2.374731,plaza,inner,-44.425212,27.572126,generic,inner,52.652,1|2,76.523,79.357,,,6.501933,-11.004639,7.403237,2.633804,R,L,R,R,76.523|79.357|84.527|90.981,ok,"-5.075284,73.331754>-9.102133,9.637392:side;-12.420481,-50.009068>1.227187,2.093102:side;22.928741,39.053593>-34.253490,66.778832:side"
814,715036323,ok,814,route-stress-0814.png,38,true,true,true,1,0,0,1,0,475,20,227,165|62,124.943921,45.298469,outerHighrise,outsideWall,38.893279,15.141165,generic,inner,91.182,3|4,,,151.213,151.876,9.038603,-11.404972,-8.121915,11.488531,R,L,L,R,127.028|146.759|151.213|151.876,ok,"96.819624,24.983728>47.068242,-77.580209:side"
815,1397866028,ok,815,route-stress-0815.png,40,true,true,true,2,0,0,2,0,766,41,763,408|149|197,61.105313,-71.002331,gate,inner,32.946188,41.188754,generic,inner,115.671,2|3,,155.481,159.485,,-1.962114,17.06043,-9.582505,-8.938565,L,R,L,L,141.849|155.481|159.485|164.468,ok,"97.444383,26.979850>2.872027,-37.733335:side;78.081131,96.538809>24.836766,138.205701:side"
816,1488931705,ok,816,route-stress-0816.png,27,false,false,true,0,0,0,0,0,419,8,121,119,-65.779389,36.136015,outerHighrise,outsideWall,49.414968,23.278533,generic,inner,115.91,1|2,159.292,159.955,,,27.570923,-2.993681,1.12458,-0.876563,R,L,R,L,159.292|159.955|164.942|166.465,ok,
817,931434603,ok,817,route-stress-0817.png,39,true,true,true,4,0,0,4,0,903,20,800,107|360|178|9|118,-43.208983,151.110792,generic,inner,-143.901843,109.410567,outerHighrise,outsideWall,108.986,1|2,140.271,140.317,,,-8.602734,5.813538,14.478027,15.990145,L,R,R,R,140.271|140.317|200.436|203.15,ok,"-129.477189,11.828624>-30.043898,35.691138:side;103.242624,98.710756>171.320838,19.014919:side;-72.981183,122.831824>-9.985851,71.095302:side;-47.529607,123.709968>-10.168307,75.377349:side"
818,754529948,ok,818,route-stress-0818.png,28,true,false,true,0,0,0,0,0,500,11,110,109,61.615043,58.324063,outerHighrise,outsideWall,26.417043,31.117412,park,inner,44.487,2|3,,80.946,102.129,,-2.863079,-14.146119,11.644477,,L,L,R,,46.908|80.946|102.129,ok,
819,1207198641,ok,819,route-stress-0819.png,28,false,true,false,7,0,0,7,0,75,7,426,128|43|44|28|42|46|46|43,71.029369,-96.515547,generic,inner,145.848494,-27.144857,generic,inner,102.03,3|4,,,160.688,161.455,9.672389,4.348848,2.006005,-22.229641,R,R,R,L,149.548|152.366|160.688|161.455,ok,"26.094244,-127.986676>15.937378,-50.503886:side;57.696574,-42.854979>2.592006,-100.419436:side;12.231606,-108.786161>2.354149,0.146127:side;-66.195779,-120.797808>30.823757,-125.282381:side;32.401845,-40.294117>140.383482,8.317458:side;149.605003,9.968657>102.680552,-7.448122:side;17.118876,-63.562008>-64.074027,-64.082856:side"
820,1426314970,ok,820,route-stress-0820.png,27,true,false,true,0,0,0,0,0,421,11,363,360,38.302747,71.869015,outerHighrise,outsideWall,-58.671604,29.492698,generic,inner,105.829,2|3,,159.516,168.249,,-5.081742,1.832955,-9.971951,-21.846319,L,R,L,L,117.616|159.516|168.249|220.996,ok,
821,239815772,ok,821,route-stress-0821.png,28,false,true,true,6,1,1,4,0,181,8,723,117|219|13|11|336|10|11,-23.18128,-71.795414,gate,inner,-19.500812,38.235572,generic,inner,110.093,2|3,,143.612,144.916,,-11.231576,7.659688,-3.214496,8.856934,L,R,L,R,134.577|143.612|144.916|147.283,ok,"-72.746033,-17.459808>6.515266,26.389761:side;-18.045810,27.812440>-73.110670,45.999874:side;15.934879,27.208963>-75.976775,39.416094:side;11.467509,-0.454021>-74.227166,41.955429:side;-30.596273,-44.553448>-50.719618,72.927259:distance;-5.066910,5.174086>-45.423680,77.661810:distinct"
822,46205380,ok,822,route-stress-0822.png,29,true,true,true,0,0,0,0,0,711,20,120,119,1.452225,-7.405407,plaza,inner,-89.506923,33.814579,outerHighrise,outsideWall,99.863,3|4,,,113.858,114.797,-8.194058,9.512564,-5.819996,4.487396,L,R,L,R,107.995|110.33|113.858|114.797,ok,
823,494904294,ok,823,route-stress-0823.png,36,true,false,true,3,0,0,2,1,597,18,746,556|1|93|89,38.635888,75.053084,gate,inner,91.219571,-10.982475,generic,inner,100.832,3|4,,,126.61,129.558,6.480973,0.980113,-3.55472,8.402554,R,R,L,R,118.662|121.705|126.61|129.558,ok,"72.222746,-39.706652>54.151499,60.689144:side;33.103160,86.434071>32.462144,-6.431941:timeout;29.225255,2.830500>-38.755682,-30.669627:side"
824,71676142,ok,824,route-stress-0824.png,27,false,true,true,0,0,0,0,0,261,11,42,41,-53.710927,-26.131241,generic,inner,-86.426906,7.741765,outerHighrise,outsideWall,47.093,3|4,,,78.407,78.577,-0.095659,-5.646349,-3.833117,6.57398,L,L,L,R,54.422|76.347|78.407|78.577,ok,
825,1038125246,ok,825,route-stress-0825.png,25,false,true,false,0,0,0,0,0,172,7,226,226,40.412354,-25.22456,generic,inner,-49.931463,40.957343,generic,inner,111.991,1|2,135.136,136.442,,,-2.710394,7.342515,9.536481,-12.946868,L,R,R,L,135.136|136.442|145.807|149.228,ok,
826,1287415157,ok,826,route-stress-0826.png,26,true,false,false,0,0,0,0,0,542,8,302,300,14.935817,-9.560192,generic,inner,-75.918724,-2.366754,generic,inner,91.139,2|3,,115.269,118.737,,0.715164,-3.118043,9.015935,14.865184,R,L,R,R,110.543|115.269|118.737|141.131,ok,
