run,seed,status,screenshotIndex,screenshotFile,size,river,shore,walls,retries,rejectDistinct,rejectDistance,rejectSide,timeout,cityGenerationMs,navMeshGenerationMs,pathfindingUntilFoundMs,pathfindingMsByRetry,startX,startY,startWardType,startArea,goalX,goalY,goalWardType,goalArea,straightLineDistance,selectedRouteIndexes,route1Length,route2Length,route3Length,route4Length,route1Side,route2Side,route3Side,route4Side,route1SideLabel,route2SideLabel,route3SideLabel,route4SideLabel,candidateRouteLengths,reason,failedAttempts
1,2092573958,ok,1,route-stress-0001.png,38,true,true,false,0,0,0,0,0,297,22,218,214,-51.123634,-91.859053,generic,inner,46.895755,-43.326133,generic,inner,109.377,2|3,,145.095,146.384,,9.974945,-0.061458,15.491012,18.122107,R,L,R,R,136.172|145.095|146.384|149.192,ok,
2,779095091,ok,2,route-stress-0002.png,33,true,false,false,0,0,0,0,0,486,13,85,84,-1.936314,63.790931,generic,inner,-48.050413,79.25956,generic,inner,48.639,3|4,,,98.834,100.083,2.953115,-6.719075,-7.656702,4.235012,R,L,L,R,84.849|91.506|98.834|100.083,ok,
3,1281581929,ok,3,route-stress-0003.png,34,true,true,false,3,0,0,3,0,356,9,454,121|196|126|9,-21.904638,-46.450248,generic,inner,7.634065,-13.882447,generic,inner,43.968,1|2,63.076,64.614,,,-7.206959,6.412575,2.533542,12.63903,L,R,R,R,63.076|64.614|80.328|107.107,ok,"-67.265430,15.619735>-3.449691,1.321535:side;11.841104,5.683228>-84.801911,-13.891049:side;-18.231121,-5.568978>-64.804267,22.847187:side"
4,1173064233,ok,4,route-stress-0004.png,35,false,false,true,5,0,0,5,0,462,13,466,86|221|32|65|14|39,41.67079,65.25774,gate,inner,-64.401261,78.561269,outerHighrise,outsideWall,106.903,3|4,,,162.525,164.862,-12.690287,7.141803,6.472337,-6.487299,L,R,R,L,134.523|154.525|162.525|164.862,ok,"-15.953739,-21.051087>39.811138,-23.301233:side;-54.763015,83.980247>16.649129,25.424970:side;-70.628448,39.312695>12.752683,-2.006616:side;15.333726,9.690083>67.425458,-22.910530:side;34.319284,-19.615154>1.345516,48.998387:side"
5,1837214767,ok,5,route-stress-0005.png,33,true,false,true,3,0,0,3,1,559,13,655,323|217|66|39,-47.202868,78.086539,outerHighrise,outsideWall,-19.421025,-7.952366,park,inner,90.413,2|3,,124.514,125.766,,4.04092,-11.901918,12.510526,-25.222635,R,L,R,L,106.474|124.514|125.766|147.44,ok,"54.448756,23.072120>-17.650773,-14.417886:side:timeout;-90.967213,-9.336526>8.351713,0.822439:side;-48.337985,80.874801>52.824063,95.374385:side"
6,1349391203,ok,6,route-stress-0006.png,31,false,false,false,1,0,0,1,0,394,19,204,114|88,-7.597984,67.642145,generic,inner,60.086796,37.43857,generic,inner,74.118,3|4,,,127.668,127.897,10.673354,-3.455175,15.895113,-3.676904,R,L,R,L,116.556|119.501|127.668|127.897,ok,"36.752874,-65.270891>-49.915621,-7.023731:side"
7,659244376,ok,7,route-stress-0007.png,30,true,false,true,4,0,0,4,0,366,10,729,210|391|63|15|43,-48.321459,18.434432,generic,inner,-32.956118,57.211755,gate,inner,41.711,3|4,,,93.998,108.985,9.375284,-7.89338,-13.213409,13.999745,R,L,L,R,65.329|77.13|93.998|108.985,ok,"-9.266593,-73.706402>17.977037,12.432823:side;73.752605,48.815087>-4.348636,71.324432:side;-4.250520,20.840148>-69.146476,57.372023:side;53.930204,36.871216>-4.030273,-38.992611:side"
8,1646574550,ok,8,route-stress-0008.png,33,false,false,true,3,0,0,3,0,369,10,138,43|26|36|27,-29.137201,30.780381,generic,inner,47.13931,22.99486,generic,inner,76.673,3|4,,,107.106,108.444,-0.561926,-6.057871,-15.201372,5.266198,L,L,L,R,96.77|103.891|107.106|108.444,ok,"8.433616,34.400751>-5.400274,-10.889264:side;-7.937813,-28.820837>-8.776971,33.739660:side;0.021470,-92.248607>-8.569733,-15.122963:side"
9,577699256,ok,9,route-stress-0009.png,26,false,true,true,1,0,0,1,0,291,6,294,227|66,-48.275552,138.089961,outerHighrise,outsideWall,-24.617453,60.558093,generic,inner,81.061,2|3,,135.511,139.557,,-12.035025,-11.851409,12.586544,15.104453,L,L,R,R,130.234|135.511|139.557|157.877,ok,"-106.639449,67.776276>-83.231878,-18.116533:side"
10,1190677812,ok,10,route-stress-0010.png,26,false,false,true,7,1,0,6,0,290,8,374,47|1|51|181|51|1|11|23,-66.994331,46.560082,outerHighrise,outsideWall,3.547095,-38.047576,generic,inner,110.157,1|2,163.941,164.599,,,18.511451,-25.1835,11.603232,37.945583,R,L,R,R,163.941|164.599|193.919|199.451,ok,"-31.593520,7.768396>2.396734,-38.798953:side;-14.216313,81.988702>10.149235,-22.421675:side;-42.103510,65.271552>-57.040806,15.612978:side;-68.366326,36.554019>-13.746247,82.727074:side;65.816741,19.314323>27.051096,71.454300:side;-64.300024,45.352268>2.840685,31.617951:distinct;35.978153,46.340226>-30.659402,-5.884594:side"
11,104187427,ok,11,route-stress-0011.png,37,true,true,true,3,0,0,3,0,294,15,438,251|60|74|42,81.906388,-11.235799,generic,inner,138.079965,-30.177225,gate,inner,59.281,3|4,,,99.927,104.086,5.647694,10.222947,17.599688,-2.517957,R,R,R,L,78.545|87.837|99.927|104.086,ok,"-42.897755,-22.387756>61.158549,-8.111881:side;117.340370,11.996572>32.676960,2.259972:side;87.244681,115.310441>63.057454,71.883206:side"
12,345816214,ok,12,route-stress-0012.png,31,true,false,false,0,0,0,0,0,432,13,277,276,-25.869529,-15.096226,generic,inner,28.903321,26.891608,generic,inner,69.015,3|4,,,112.946,120.668,-0.544085,5.376851,9.747489,-11.617027,L,R,R,L,78.065|92.63|112.946|120.668,ok,
13,1989166271,ok,13,route-stress-0013.png,33,true,false,true,1,0,0,1,0,439,13,454,290|161,-59.965103,-60.034847,gate,inner,41.928128,2.685507,generic,inner,119.65,3|4,,,142.379,143.332,4.473116,-4.431498,14.213235,-7.500855,R,L,R,L,129.397|137.232|142.379|143.332,ok,"-40.982430,76.507099>59.952659,32.151977:side"
14,1368286711,ok,14,route-stress-0014.png,36,false,false,true,0,0,0,0,0,385,12,85,83,-28.26389,-85.616875,generic,inner,38.394821,-19.794261,generic,inner,93.68,2|3,,124.807,125.548,,12.170143,5.986658,-4.758138,7.814913,R,R,L,R,115.583|124.807|125.548|127.7,ok,
15,383114278,ok,15,route-stress-0015.png,31,true,false,true,1,0,0,1,0,456,20,487,304|179,-47.286845,10.192603,generic,inner,-7.269901,80.737698,outerHighrise,outsideWall,81.105,2|3,,138.356,139.191,,10.721451,9.720062,-4.687717,8.058649,R,R,L,R,136.189|138.356|139.191|141.303,ok,"23.783643,-27.642082>20.548068,48.250215:side"
16,1766588536,ok,16,route-stress-0016.png,25,true,true,false,1,0,0,1,0,98,7,441,276|165,53.276124,2.581339,generic,inner,65.645427,-43.808858,generic,inner,48.011,1|2,65.801,88.682,,,3.930963,-9.445502,-1.486312,,R,L,L,,65.801|88.682|361.373,ok,"-46.140129,-43.289472>66.338274,-32.708996:side"
17,1381415011,ok,17,route-stress-0017.png,28,true,true,true,10,0,0,10,0,331,10,619,151|68|106|112|11|38|3|6|63|6|43,-4.55561,-63.616159,gate,inner,-31.324148,2.37713,generic,inner,71.216,2|3,,95.843,100.158,,-1.362917,5.924473,-14.552327,19.707212,L,R,L,R,83.978|95.843|100.158|117.499,ok,"29.564481,-47.318172>21.505684,62.215385:side;-12.582572,-16.305668>83.511653,9.636706:side;63.718631,50.532081>-41.627872,26.320445:side;-54.780173,24.111343>16.971273,-25.012164:side;68.711782,-11.478584>-4.373533,-4.039730:side;26.768922,-49.087916>-60.332021,15.592135:side;20.057688,-51.636742>26.678751,5.340951:side;12.337331,17.954537>-10.084712,-35.420009:side;-43.549245,70.653153>-51.895214,-15.043309:side;-3.137885,-1.847113>-60.076993,15.155047:side"
18,81084819,ok,18,route-stress-0018.png,31,true,true,false,14,3,0,11,0,366,10,774,37|104|90|142|4|103|174|13|7|7|24|31|8|14|3,30.051478,-44.409893,generic,inner,-8.272594,-24.389778,generic,inner,43.238,3|4,,,88.381,98.848,-3.98685,8.54154,-12.046364,11.888466,L,R,L,R,59.397|79.019|88.381|98.848,ok,"-55.053318,-38.698264>-59.042239,-88.305781:side;-50.705678,8.307186>-93.691479,-45.444905:side;-92.693131,-21.838103>-64.611408,28.923761:distinct;-8.469153,-10.574650>-27.519628,28.333560:side;-54.593424,-31.534454>-94.298499,-18.996728:side;4.443578,-72.579876>15.662039,6.337228:side;-66.827211,24.608829>-68.386825,-17.401881:distinct;-44.715688,50.929797>-55.416300,8.885880:side;-6.304043,-10.344298>-56.868469,-86.683662:side;37.884664,-68.677791>-30.023251,26.490474:side;-4.167002,-27.183173>-25.395699,28.996084:distinct;27.029519,58.744094>-79.064139,59.887908:side;-22.139871,-16.697949>-29.158886,28.305820:side;-26.489628,12.314231>-91.960392,-48.611653:side"
19,1767895721,ok,19,route-stress-0019.png,34,false,true,true,0,0,0,0,0,544,14,99,98,61.771347,108.253244,generic,inner,-33.159245,100.025053,gate,inner,95.287,2|3,,128.089,128.318,,-8.873588,14.105974,-5.078575,16.102778,L,R,L,R,121.306|128.089|128.318|141.095,ok,
20,647420509,ok,20,route-stress-0020.png,29,false,false,true,3,0,0,3,0,233,9,479,178|281|6|10,-41.874296,-14.149425,generic,inner,-84.791724,26.227058,outerHighrise,outsideWall,58.925,3|4,,,148.78,154.03,7.296897,15.258844,-15.567769,24.488281,R,R,L,R,81.789|132.604|148.78|154.03,ok,"-71.963501,11.512700>40.264731,38.801949:side;16.283532,-8.723992>85.662751,8.145420:side;51.417609,23.954211>15.242958,-2.454718:side"
21,645783585,ok,21,route-stress-0021.png,29,true,false,false,5,0,0,5,0,475,12,387,113|145|13|57|30|24,54.082625,17.476323,generic,inner,22.75481,-40.522162,generic,inner,65.919,2|3,,93.944,95.972,,-1.484938,-13.1925,2.071923,-16.52347,L,L,R,L,70.086|93.944|95.972|115.661,ok,"-33.561679,40.495593>12.748571,-9.136844:side;6.931038,47.230467>42.637634,-54.071768:side;10.620183,16.552722>21.735876,55.644497:side;-42.134706,-9.111257>13.007973,9.579787:side;51.829596,-12.153386>65.726444,44.821712:side"
22,418025538,ok,22,route-stress-0022.png,26,true,false,true,8,0,0,7,1,341,10,759,234|2|64|370|10|19|11|0|38,23.768882,85.319797,outerHighrise,outsideWall,-62.33802,14.90317,generic,inner,111.234,2|3,,131.383,133.379,,-7.279133,-12.769594,10.319426,-5.046531,L,L,R,L,127.984|131.383|133.379|136.054,ok,"33.316181,31.287002>-22.763471,-17.761600:side;64.197873,35.545750>36.620931,76.467866:side;-11.564484,0.151575>22.146399,83.707707:side;17.872259,-49.220957>65.002766,30.761091:side;54.524790,32.997584>9.750977,10.364325:side;14.833913,67.900252>-38.501939,-34.522212:side;-51.714241,27.336827>-0.942705,-0.369851:side;50.729746,47.002306>-21.924576,46.172260:timeout"
23,1238181226,ok,23,route-stress-0023.png,32,false,false,false,4,0,0,4,0,409,6,239,110|79|3|22|23,10.746556,6.742217,park,inner,17.2373,62.031215,generic,inner,55.669,3|4,,,94.72,97.68,2.153406,-1.269769,5.298798,-14.061643,R,L,R,L,79.018|82.657|94.72|97.68,ok,"24.477830,-66.791942>62.274698,45.430724:side;-16.141935,-49.186309>-64.198043,0.318005:side;-12.597740,-46.030375>2.565310,-0.197159:side;30.732334,-42.695711>-3.248568,30.419310:side"
24,1265584307,ok,24,route-stress-0024.png,38,false,false,true,3,0,0,3,0,401,12,391,55|149|94|89,75.962477,-30.346172,gate,inner,14.69219,-24.47084,generic,inner,61.551,3|4,,,114.505,116.004,-8.450725,-11.994002,7.850431,-13.993526,L,L,R,L,78.791|99.217|114.505|116.004,ok,"-18.973744,-76.003075>42.121836,-63.267696:side;-72.171386,59.881704>-121.394576,20.807561:side;8.931179,15.382044>-73.010837,-13.901419:side"
25,1499606027,ok,25,route-stress-0025.png,37,false,true,true,1,0,0,1,0,368,11,147,80|65,-25.324754,48.774875,generic,inner,0.476717,-18.802025,park,inner,72.335,2|3,,89.434,95.97,,-1.968425,-6.78292,12.32215,-10.437349,L,L,R,L,80.264|89.434|95.97|104.906,ok,"72.150639,-23.342687>12.141489,-62.144739:side"
26,1147981824,ok,26,route-stress-0026.png,35,false,false,true,9,0,0,9,0,354,11,438,79|37|152|13|23|35|8|32|28|18,57.929379,-34.813338,generic,inner,-0.786132,16.80737,park,inner,78.181,2|3,,107.085,110.176,,-0.233853,-7.308489,10.611957,-13.981678,L,L,R,L,88.714|107.085|110.176|114.211,ok,"-92.558621,51.398700>-14.675289,6.605589:side;20.453317,-57.477207>-16.803448,4.004110:side;2.358628,0.736344>-116.291441,-5.538753:side;6.092911,18.860299>24.339494,-57.736253:side;-58.427931,-74.524943>-14.928823,-6.850649:side;-17.606023,2.901276>66.209230,53.327302:side;-4.345448,17.708816>-61.930952,50.423966:side;-23.905259,82.582888>-86.140225,20.096572:side;4.865208,16.432488>6.048161,-95.625992:side"
27,1275139717,ok,27,route-stress-0027.png,26,false,false,false,0,0,0,0,0,363,6,89,89,-2.941946,-12.115908,cathedral,inner,-16.898263,52.451658,generic,inner,66.059,2|3,,103.465,108.759,,2.843546,-5.004827,15.811616,-15.512542,R,L,R,L,71.758|103.465|108.759|120.401,ok,
28,130985126,ok,28,route-stress-0028.png,27,true,false,true,0,0,0,0,0,430,11,225,224,-53.32748,-19.291129,gate,inner,23.993888,9.820709,park,inner,82.62,3|4,,,146.858,153.931,23.611373,18.672815,25.194023,-9.246103,R,R,R,L,129.242|139.187|146.858|153.931,ok,
29,489348220,ok,29,route-stress-0029.png,32,true,false,true,2,0,0,2,0,373,20,315,166|122|22,90.990478,-53.832034,outerGarden,outsideWall,35.995188,-16.481464,generic,inner,66.48,2|3,,87.449,89.997,,-2.191192,-9.339698,0.715554,-13.335992,L,L,R,L,67.135|87.449|89.997|108.969,ok,"89.014073,-53.440007>38.086808,40.651853:side;-11.743829,-88.712214>-22.785521,2.016543:side"
30,1169719773,ok,30,route-stress-0030.png,36,true,false,true,1,0,0,1,0,472,18,340,111|223,-73.201616,36.554755,generic,inner,-9.204401,37.068985,generic,inner,63.999,2|3,,126.053,127.835,,-10.786778,-0.491692,16.617179,13.866508,L,L,R,R,112.858|126.053|127.835|132.129,ok,"23.416517,70.742126>87.794204,46.579117:side"
31,256638409,ok,31,route-stress-0031.png,33,true,false,true,0,0,0,0,0,422,16,593,591,-19.362965,8.385256,park,inner,-104.958735,19.52423,outerHighrise,outsideWall,86.318,3|4,,,271.637,302.831,13.830082,13.879018,34.730107,-42.516524,R,R,R,L,171.711|219.65|271.637|302.831,ok,
32,757425591,ok,32,route-stress-0032.png,29,false,false,true,4,1,0,3,0,354,8,288,133|85|43|17|7,-41.624574,-26.392955,generic,inner,1.176528,-26.257579,generic,inner,42.801,2|3,,64.553,66.231,,-3.779541,-1.24844,8.989123,9.298772,L,L,R,R,62.452|64.553|66.231|74.866,ok,"-27.210699,-27.093176>34.385775,54.290042:side;-92.754813,23.701033>-46.103014,21.636904:distinct;-37.973910,-40.940805>-72.009132,27.722446:side;-7.922039,8.192318>-81.544139,9.849442:side"
33,814109929,ok,33,route-stress-0033.png,39,true,false,false,2,0,0,2,0,507,20,448,143|162|138,48.170221,-36.729691,generic,inner,-22.653176,-26.679447,generic,inner,71.533,3|4,,,117.504,118.665,-17.043325,-13.631828,-12.001943,8.795367,L,L,L,R,107.301|109.865|117.504|118.665,ok,"21.218984,35.047868>15.471442,99.404940:side;14.875144,-81.323765>41.390233,-30.392107:side"
34,148972824,ok,34,route-stress-0034.png,35,false,false,true,0,0,0,0,0,367,15,98,97,65.838835,-10.998712,gate,inner,-8.429547,-24.336163,park,inner,75.456,3|4,,,108.942,115.108,-2.121087,-9.197812,10.660908,-16.34148,L,L,R,L,81.861|93.743|108.942|115.108,ok,
35,842158972,ok,35,route-stress-0035.png,35,true,false,true,0,0,0,0,0,460,12,412,410,11.619576,0.809789,park,inner,-3.76873,99.710691,outerHighrise,outsideWall,100.091,3|4,,,168.617,170.79,-1.032341,2.715322,5.939748,-5.652019,L,R,R,L,135.248|165.218|168.617|170.79,ok,
36,2016652061,ok,36,route-stress-0036.png,27,false,false,true,0,0,0,0,0,315,6,92,91,-6.206389,-0.659907,plaza,inner,-53.237589,18.645392,gate,inner,50.839,1|2,68.651,68.789,,,7.733359,-8.372108,15.723521,18.326343,R,L,R,R,68.651|68.789|97.818|98.106,ok,
37,1215322758,ok,37,route-stress-0037.png,29,false,true,true,3,0,0,3,0,167,12,237,97|62|52|22,39.200521,44.207257,generic,inner,28.526347,5.365901,generic,inner,40.281,1|2,66.194,66.573,,,7.545898,-8.865812,-7.05748,13.600384,R,L,L,R,66.194|66.573|68.144|92.422,ok,"97.446698,15.217639>-5.512855,-41.127941:side;-1.638661,-3.150694>-87.643419,51.383993:side;15.761495,-17.063096>-0.461559,-69.925303:side"
38,89332709,ok,38,route-stress-0038.png,30,false,false,false,1,0,0,1,0,374,7,226,148|78,14.494564,49.294648,generic,inner,-8.541963,-17.797357,park,inner,70.937,2|3,,102.683,111.512,,1.202591,12.635775,-6.153229,22.130182,R,R,L,R,75.121|102.683|111.512|123.076,ok,"6.768410,-75.973934>-21.482315,20.213937:side"
39,2067930763,ok,39,route-stress-0039.png,37,false,false,false,1,0,0,1,0,349,8,55,32|20,35.257681,-31.658255,generic,inner,-0.880178,11.009497,park,inner,55.915,3|4,,,85.885,86.791,4.365768,0.448898,-9.646031,11.180726,R,R,L,R,64.165|80.699|85.885|86.791,ok,"77.513204,15.923796>22.893271,-10.455292:side"
40,418531764,ok,40,route-stress-0040.png,32,true,false,false,1,0,0,1,0,453,13,350,126|222,-8.733686,-27.465365,generic,inner,81.09791,-21.059266,generic,inner,90.06,2|3,,115.728,115.79,,7.888783,2.472695,-10.291246,-19.55051,R,R,L,L,111.755|115.728|115.79|135.837,ok,"-28.695511,-26.425071>-42.419556,52.854852:side"
41,684918215,ok,41,route-stress-0041.png,25,false,false,true,11,0,0,11,0,258,6,466,114|61|89|2|40|7|78|4|7|35|8|7,10.925201,55.783768,gate,inner,14.943485,-31.147118,generic,inner,87.024,3|4,,,113.59,114.386,-8.618384,-4.310528,5.240561,-10.201383,L,L,R,L,107.688|109.319|113.59|114.386,ok,"-55.111274,22.676454>10.544463,-32.142588:side;20.239545,-50.859103>54.130720,10.926430:side;-18.154145,27.761262>-42.013843,73.060734:side;19.262520,36.753702>-42.111021,40.210436:side;-8.426456,79.867710>0.836617,-4.671055:side;25.503223,64.532720>-1.011041,5.698259:side;68.356803,27.082459>12.607015,11.139101:side;-40.291432,51.719953>35.805645,63.279768:side;54.811269,8.930980>-3.587393,-0.613743:side;-28.183776,-33.694621>68.974927,14.722364:side;1.672268,-0.145625>66.994167,27.982392:side"
42,1042469513,ok,42,route-stress-0042.png,26,false,false,false,3,0,0,3,0,312,7,206,88|39|44|34,20.36238,71.897274,generic,inner,-14.877185,-2.281067,cathedral,inner,82.123,3|4,,,127.548,128.179,-8.171619,-14.3852,9.107343,-15.091431,L,L,R,L,101.919|124.746|127.548|128.179,ok,"-14.600965,-8.959103>31.933445,-36.240817:side;-40.621152,22.139835>-43.081246,-56.025800:side;18.952406,71.870283>-43.888783,19.142133:side"
43,990195372,ok,43,route-stress-0043.png,36,false,false,true,2,0,0,2,1,431,12,512,94|405|9,-13.581024,14.137424,park,inner,-11.01847,65.105024,gate,inner,51.032,1|2,68.683,73.419,,,-8.117882,7.859284,0.007833,-4.689023,L,R,R,L,68.683|73.419|82.096|89.051,ok,"-74.946417,22.596060>41.928670,39.238435:side;47.086219,88.050636>-38.527374,92.157694:side:timeout"
44,2117476852,ok,44,route-stress-0044.png,38,false,true,true,6,0,0,6,0,224,18,454,45|95|87|116|8|51|43,17.080559,-1.950298,generic,inner,51.810536,-61.216627,gate,inner,68.693,2|3,,103.721,104.624,,-9.448824,-6.452932,8.007523,4.112294,L,L,R,R,87.353|103.721|104.624|111.567,ok,"41.082595,-28.055076>-23.958118,-19.345297:side;-62.849468,-77.447075>-120.371648,-4.579557:side;59.879979,44.698370>34.997370,0.327808:side;105.361373,21.276117>74.090962,91.354717:side;95.133014,68.977847>43.621049,5.566841:side;87.785150,7.096052>69.481117,-65.994557:side"
45,236582136,ok,45,route-stress-0045.png,40,true,true,true,4,0,0,4,0,448,16,553,244|134|77|80|10,-42.316865,-58.280039,generic,inner,-82.342641,18.193723,gate,inner,86.315,2|3,,111.716,112.007,,-7.201208,8.793014,-8.580786,7.882619,L,R,L,R,110.796|111.716|112.007|112.409,ok,"-3.691439,31.910212>65.871617,41.087570:side;10.917382,-67.748171>-6.318937,34.834602:side;-7.767191,115.198436>23.373592,78.870359:side;-47.944454,-56.866516>-80.894785,32.322875:side"
46,26768165,ok,46,route-stress-0046.png,29,false,true,false,0,0,0,0,0,372,6,37,36,7.869702,-42.52653,generic,inner,-3.633817,-0.48007,plaza,inner,43.592,3|4,,,83.415,87.3,5.828355,-12.875289,-4.357426,15.758976,R,L,L,R,61.277|71.346|83.415|87.3,ok,
47,800558023,ok,47,route-stress-0047.png,40,true,false,true,5,2,0,3,1,561,18,1019,421|67|246|257|6|9,-69.053413,-48.337667,gate,inner,-57.727154,24.599826,generic,inner,73.812,2|3,,100.986,102.466,,-2.224376,-9.946286,4.565297,-6.313254,L,L,R,L,97.127|100.986|102.466|104.235,ok,"-60.137471,80.768519>46.731704,92.589522:side:timeout;13.083794,32.873093>-40.811829,86.452028:side;-79.834828,28.051156>24.593340,50.888496:distinct;-42.277100,41.866667>-79.102667,-22.808677:distinct;-59.738836,56.254862>-17.367418,-43.913260:side"
48,1508241329,ok,48,route-stress-0048.png,35,false,false,true,2,0,0,2,0,334,26,284,120|71|86,-62.315501,31.365105,generic,inner,-25.926364,7.474268,generic,inner,43.531,2|3,,87.835,93.899,,-5.733046,9.004109,-16.483171,12.128639,L,R,L,R,61.906|87.835|93.899|123.381,ok,"-7.610475,101.847851>68.569764,67.798487:side;83.618618,32.890196>51.003533,-68.099381:side"
49,654491814,ok,49,route-stress-0049.png,37,true,true,true,0,0,0,0,0,205,25,42,40,-73.679428,-24.084796,generic,inner,-31.592351,-8.199808,generic,inner,44.985,2|3,,93.735,94.091,,-1.81401,3.039003,-12.904041,-18.237966,L,R,L,L,48.73|93.735|94.091|119.047,ok,
50,1175576608,ok,50,route-stress-0050.png,32,true,false,true,6,0,0,6,0,450,20,669,163|255|58|33|24|87|39,42.883995,70.600494,outerHighrise,outsideWall,90.365228,20.640044,outerHighrise,outsideWall,68.924,3|4,,,140.734,141.159,-0.092149,9.319902,15.664376,-7.998627,L,R,R,L,70.758|109.242|140.734|141.159,ok,"-2.455633,76.062290>89.797798,25.419316:side;24.467320,-51.343661>-56.250846,29.266381:side;-24.999237,-11.263774>-87.111163,22.371951:side;69.859784,19.455921>-20.577619,75.863583:side;-12.332687,-19.964998>-82.546218,18.074964:side;20.970141,29.135627>-23.597151,-61.077126:side"
51,762631515,ok,51,route-stress-0051.png,26,false,false,true,0,0,0,0,0,393,8,80,78,27.905518,26.498417,generic,inner,19.886012,-17.337936,generic,inner,44.564,2|3,,71.314,84.596,,0.472903,4.164274,-7.559827,-13.603888,R,R,L,L,49.629|71.314|84.596|103.476,ok,
52,608584879,ok,52,route-stress-0052.png,40,true,true,false,2,0,0,2,0,714,19,370,142|133|92,42.886891,-21.350376,generic,inner,124.095358,61.758818,generic,inner,116.198,3|4,,,156.301,156.58,-4.176802,-1.08706,-10.134282,9.937433,L,L,L,R,142.487|146.45|156.301|156.58,ok,"14.997841,64.494451>14.890215,23.402549:side;74.889318,86.130600>138.731317,1.902796:side"
53,1975098849,ok,53,route-stress-0053.png,29,true,true,true,6,0,0,6,0,392,11,377,156|66|2|7|108|4|23,69.555799,22.103186,generic,inner,-50.418855,22.919743,generic,inner,119.977,3|4,,,148.653,150.9,7.180992,10.344188,6.302227,-7.086675,R,R,R,L,139.884|144.634|148.653|150.9,ok,"-14.197872,4.111583>36.624487,-23.091598:side;-2.803227,-35.539531>-27.760639,48.231118:side;-9.463229,82.415322>19.601854,1.201103:side;-25.740031,-3.117176>-21.700629,-51.692982:side;89.034482,17.010134>-8.813556,-17.045009:side;-13.771590,-35.951032>31.859392,-11.649961:side"
54,1541384688,ok,54,route-stress-0054.png,36,true,false,true,0,0,0,0,0,511,21,62,60,-84.768503,-5.210048,gate,inner,-17.360048,-0.999543,park,inner,67.54,2|3,,82.925,86.572,,3.844942,2.160451,-14.255794,-5.641802,R,R,L,L,77.108|82.925|86.572|90.411,ok,
55,1232402619,ok,55,route-stress-0055.png,28,true,false,true,0,0,0,0,0,285,10,198,196,74.863277,45.879867,outerHighrise,outsideWall,-17.266889,-4.101915,park,inner,104.815,3|4,,,150.494,150.584,6.495487,1.466759,13.613819,-5.644746,R,R,R,L,135.724|136.259|150.494|150.584,ok,
56,150997539,ok,56,route-stress-0056.png,35,true,false,false,7,0,0,7,0,424,13,708,327|124|117|10|10|10|93|10,8.621673,-16.895097,generic,inner,-19.799627,-52.027129,generic,inner,45.189,3|4,,,114.653,114.705,3.434885,-11.938065,18.254602,-16.224079,R,L,R,L,91.113|105.968|114.653|114.705,ok,"45.641791,-3.658377>-17.146042,-28.339384:side;6.224126,-17.907751>-51.673668,34.766971:side;-33.865737,-29.616900>-64.759928,-59.633787:side;2.605782,28.586133>26.578077,-12.569885:side;-7.847001,18.123122>21.816590,-10.561213:side;-10.519753,28.098666>-31.301791,-24.944865:side;1.716986,80.158552>-85.591158,16.550821:side"
57,1021496782,ok,57,route-stress-0057.png,31,true,false,true,5,0,0,5,0,409,13,621,164|84|82|98|81|106,59.244386,-20.895709,gate,inner,-0.510558,-2.693223,plaza,inner,62.466,3|4,,,156.634,219.777,8.766282,14.675048,24.980924,-23.132028,R,R,R,L,73.692|106.517|156.634|219.777,ok,"-23.268868,56.236474>33.172269,-27.626601:side;19.049693,59.497183>-43.445305,20.361187:side;-34.251716,-13.503312>-15.323295,49.901742:side;48.883675,-8.241800>6.989756,-16.105222:side;5.114920,97.095591>75.626423,69.015459:side"
58,1146920915,ok,58,route-stress-0058.png,37,true,true,false,1,0,0,1,0,483,13,286,225|60,13.727521,60.191825,generic,inner,-8.856398,95.390922,generic,inner,41.821,2|3,,76.988,78.86,,4.333199,-3.39696,10.32019,13.394458,R,L,R,R,65.739|76.988|78.86|90.924,ok,"11.570109,-30.783047>-82.091178,33.029918:side"
59,511786735,ok,59,route-stress-0059.png,34,false,false,true,0,0,0,0,0,308,11,157,156,7.383096,13.098722,park,inner,16.310592,99.662833,outerHighrise,outsideWall,87.023,3|4,,,130.476,131.438,7.307509,-1.343177,1.790303,-22.963343,R,L,R,L,98.21|129.132|130.476|131.438,ok,
60,466576482,ok,60,route-stress-0060.png,28,false,true,true,4,0,0,4,0,161,9,261,118|29|53|28|24,-43.113088,14.833652,generic,inner,58.486694,-39.782569,generic,inner,115.349,2|3,,165.27,166.013,,-5.612419,-0.140652,12.008225,13.238544,L,L,R,R,149.598|165.27|166.013|167.197,ok,"-54.392127,31.976042>29.537796,-15.595189:side;28.379670,-9.932806>84.529159,6.606539:side;15.900316,93.686716>-23.245593,9.854139:side;-48.102937,-14.472106>2.862878,-47.598362:side"
